participant_id,block_id,trial_index,hazard_rate,noise_sigma,LLR,choice,correct_side,reaction_time_ms,belief_L,subjective_h_snapshot,H,reset_state,prev_observed_belief_L,row_id,split,surrogate_id,generating_model_name,generating_seed,timeout_fallback_count,sample_index
P01,1,24,0.05,0.41,0.717787,1,1,2731.99999999981,1.41778,0.261,0.261,False,6.026709,23,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,25,0.05,0.41,5.022416,1,1,996.0000000000008,5.440759,0.261,0.261,False,1.41778,24,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,26,0.05,0.41,5.353956,1,1,1094.9999999999902,6.051039,0.261,0.261,False,5.440759,25,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,27,0.05,0.41,-5.147871,-1,0,906.0000000000007,-4.44779,0.261,0.261,False,6.051039,26,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,28,0.05,0.41,-0.368008,-1,0,1110.9999999999884,-1.054067,0.231,0.231,False,-4.44779,27,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,29,0.05,0.41,-1.1697,-1,0,915.0000000000007,-1.499233,0.211,0.211,False,-1.054067,28,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,31,0.05,0.41,-5.353956,-1,0,906.0000000000007,-4.77828,0.231,0.231,False,2.36876,30,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,32,0.05,0.41,-0.619063,1,0,1659.999999999928,-1.310026,0.211,0.211,False,-4.77828,31,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,34,0.05,0.41,-2.588615,-1,0,931.0000000000007,-3.256659,0.201,0.201,False,-3.728027,33,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,35,0.05,0.41,0.78139,1,0,1078.999999999992,0.133814,0.281,0.281,False,-3.256659,34,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,36,0.05,0.41,-5.353956,-1,0,1141.999999999985,-5.308787,0.271,0.271,False,0.133814,35,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,37,0.05,0.41,-3.285926,-1,0,2466.9999999998395,-3.982086,0.271,0.271,False,-5.308787,36,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,38,0.05,0.41,0.778371,-1,0,906.0000000000007,0.102516,0.331,0.331,False,-3.982086,37,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,39,0.05,0.41,-5.353956,-1,0,1338.9999999999634,-5.319332,0.331,0.331,False,0.102516,38,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,40,0.05,0.41,-4.549726,-1,0,940.0000000000007,-5.245965,0.331,0.331,False,-5.319332,39,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,1,0.1,0.41,-1.409163,-1,0,938.0000000000007,-1.409163,0.001,0.001,True,0.0,40,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,2,0.1,0.41,-5.353956,-1,0,906.0000000000007,-6.647868,0.001,0.001,False,-1.409163,41,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,3,0.1,0.41,-0.52436,-1,1,906.0000000000007,-3.926944,0.001,0.001,False,-6.647868,42,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,4,0.1,0.41,4.236247,1,1,2003.9999999998904,1.273233,0.111,0.111,False,-3.926944,43,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,5,0.1,0.41,1.223392,1,1,979.0000000000008,2.397326,0.101,0.101,False,1.273233,44,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,6,0.1,0.41,5.353956,1,1,1139.9999999999852,7.452818,0.101,0.101,False,2.397326,45,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,7,0.1,0.41,3.53347,1,1,3314.999999999746,6.957805,0.101,0.101,False,7.452818,46,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,8,0.1,0.41,0.906646,1,0,2536.9999999998317,4.319655,0.081,0.081,False,6.957805,47,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,9,0.1,0.41,-0.740993,-1,0,3498.999999999726,2.353964,0.051,0.051,False,4.319655,48,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,10,0.1,0.41,-1.841031,-1,0,3628.9999999997112,0.2257,0.091,0.091,False,2.353964,49,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,11,0.1,0.41,2.097033,1,1,3632.999999999711,2.308632,0.081,0.081,False,0.2257,50,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,12,0.1,0.41,3.243506,1,1,2577.999999999827,5.276275,0.081,0.081,False,2.308632,51,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,13,0.1,0.41,0.756703,1,1,2515.999999999834,4.050919,0.071,0.071,False,5.276275,52,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,14,0.1,0.41,5.353956,1,1,906.0000000000007,8.362356,0.071,0.071,False,4.050919,53,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,15,0.1,0.41,-0.227382,-1,1,3131.9999999997663,3.207631,0.061,0.061,False,8.362356,54,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,16,0.1,0.41,2.004847,1,1,1202.9999999999784,4.631081,0.061,0.061,False,3.207631,55,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,17,0.1,0.41,4.411135,1,1,2071.9999999998827,7.587839,0.061,0.061,False,4.631081,56,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,18,0.1,0.41,5.353956,1,1,913.0000000000007,8.780539,0.061,0.061,False,7.587839,57,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,19,0.1,0.41,0.639757,-1,1,1265.9999999999714,4.077246,0.061,0.061,False,8.780539,58,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,20,0.1,0.41,2.879757,1,1,4229.999999999747,5.89734,0.061,0.061,False,4.077246,59,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,21,0.1,0.41,0.649122,1,1,3862.9999999996858,4.009117,0.061,0.061,False,5.89734,60,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,22,0.1,0.41,-4.729901,-1,0,1791.9999999999134,-1.736407,0.021,0.021,False,4.009117,61,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,23,0.1,0.41,-3.655983,-1,0,906.0000000000007,-5.231129,0.021,0.021,False,-1.736407,62,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,24,0.1,0.41,-5.353956,-1,0,906.0000000000007,-8.641838,0.021,0.021,False,-5.231129,63,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,25,0.1,0.41,-3.556863,-1,0,906.0000000000007,-6.993642,0.021,0.021,False,-8.641838,64,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,26,0.1,0.41,-5.353956,-1,0,906.0000000000007,-8.767981,0.021,0.021,False,-6.993642,65,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,27,0.1,0.41,-2.434899,-1,0,906.0000000000007,-5.872328,0.021,0.021,False,-8.767981,66,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,28,0.1,0.41,-1.645168,-1,0,1843.9999999999077,-5.003164,0.021,0.021,False,-5.872328,67,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,29,0.1,0.41,5.353956,1,1,1629.9999999999313,2.102043,0.021,0.021,False,-5.003164,68,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,30,0.1,0.41,4.903863,1,1,906.0000000000007,6.777281,0.021,0.021,False,2.102043,69,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,31,0.1,0.41,3.649547,1,1,906.0000000000007,7.056866,0.021,0.021,False,6.777281,70,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,32,0.1,0.41,1.940681,1,1,906.0000000000007,5.356414,0.021,0.021,False,7.056866,71,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,33,0.1,0.41,5.224597,1,1,992.0000000000008,8.529467,0.021,0.021,False,5.356414,72,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,34,0.1,0.41,0.308859,1,1,2193.9999999998695,3.744987,0.021,0.021,False,8.529467,73,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,35,0.1,0.41,4.507985,1,1,906.0000000000007,7.397815,0.021,0.021,False,3.744987,74,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,36,0.1,0.41,4.861194,1,1,906.0000000000007,8.284523,0.021,0.021,False,7.397815,75,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,38,0.1,0.41,-1.137463,-1,1,1750.999999999918,-0.943035,0.041,0.041,False,0.207369,77,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,39,0.1,0.41,0.477975,-1,1,1457.9999999999502,-0.398495,0.031,0.031,False,-0.943035,78,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,2,40,0.1,0.41,3.099226,1,1,2304.999999999857,2.726036,0.031,0.031,False,-0.398495,79,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,1,0.3,0.41,1.187286,-1,0,906.0000000000007,1.187286,0.001,0.001,True,0.0,80,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,2,0.3,0.41,-5.353956,-1,0,984.0000000000008,-4.47239,0.991,0.991,False,1.187286,81,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,3,0.3,0.41,-5.353956,-1,0,906.0000000000007,-7.348429,0.391,0.391,False,-4.47239,82,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,4,0.3,0.41,-5.353956,-1,0,1099.9999999999895,-7.429462,0.271,0.271,False,-7.348429,83,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,5,0.3,0.41,2.225703,1,1,2411.9999999998454,0.149804,0.781,0.781,False,-7.429462,84,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,6,0.3,0.41,1.415193,-1,1,4078.9999999996967,1.531655,0.441,0.441,False,0.149804,85,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,7,0.3,0.41,-0.287975,1,1,2210.9999999998677,0.814423,0.581,0.581,False,1.531655,86,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,8,0.3,0.41,1.409041,1,1,3294.999999999748,2.028932,0.601,0.601,False,0.814423,87,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,9,0.3,0.41,1.962525,1,1,1020.9999999999984,3.340077,0.561,0.561,False,2.028932,88,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,10,0.3,0.41,1.723602,-1,1,2618.9999999998226,3.558764,0.511,0.511,False,3.340077,89,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,11,0.3,0.41,5.046169,1,1,1201.9999999999784,6.924859,0.511,0.511,False,3.558764,90,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,12,0.3,0.41,1.275118,1,1,3147.9999999997644,3.347965,0.431,0.431,False,6.924859,91,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,13,0.3,0.41,4.639804,1,1,1460.99999999995,6.47667,0.421,0.421,False,3.347965,92,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,14,0.3,0.41,-2.350907,-1,0,983.0000000000008,-0.282398,0.071,0.071,False,6.47667,93,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,15,0.3,0.41,-2.326622,-1,0,1641.99999999993,-2.545752,0.091,0.091,False,-0.282398,94,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,16,0.3,0.41,-1.26568,-1,0,2826.9999999997995,-2.868626,0.081,0.081,False,-2.545752,95,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,17,0.3,0.41,5.353956,1,1,1792.9999999999134,3.641143,0.051,0.051,False,-2.868626,96,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,19,0.3,0.41,-3.17042,1,0,1869.999999999905,-1.103595,0.071,0.071,False,6.345064,98,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,20,0.3,0.41,4.916102,1,1,972.0000000000008,4.091436,0.071,0.071,False,-1.103595,99,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,21,0.3,0.41,0.581431,1,1,1115.999999999988,2.538444,0.071,0.071,False,4.091436,100,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,22,0.3,0.41,5.211775,1,1,906.0000000000007,6.811967,0.071,0.071,False,2.538444,101,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,23,0.3,0.41,3.049696,1,1,1230.9999999999752,5.121625,0.071,0.071,False,6.811967,102,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,24,0.3,0.41,-4.341324,1,0,2144.999999999875,-2.30669,0.071,0.071,False,5.121625,103,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,25,0.3,0.41,-0.288776,-1,0,906.0000000000007,-1.795237,0.071,0.071,False,-2.30669,104,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,26,0.3,0.41,-5.353956,-1,0,906.0000000000007,-6.609094,0.071,0.071,False,-1.795237,105,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,27,0.3,0.41,-1.965447,-1,0,1898.9999999999015,-4.035444,0.071,0.071,False,-6.609094,106,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,28,0.3,0.41,2.394558,1,1,1396.999999999957,0.444201,0.091,0.091,False,-4.035444,107,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,30,0.3,0.41,3.464969,1,1,930.0000000000007,5.519439,0.091,0.091,False,5.697305,109,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,31,0.3,0.41,1.054911,1,1,962.0000000000008,3.104382,0.091,0.091,False,5.519439,110,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,32,0.3,0.41,-1.724342,-1,0,926.0000000000007,0.054897,0.121,0.121,False,3.104382,111,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,33,0.3,0.41,-5.353956,-1,0,906.0000000000007,-5.31125,0.121,0.121,False,0.054897,112,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,34,0.3,0.41,-2.071553,-1,0,917.0000000000007,-4.113967,0.121,0.121,False,-5.31125,113,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,35,0.3,0.41,-0.290645,-1,1,2117.9999999998777,-2.250246,0.121,0.121,False,-4.113967,114,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,36,0.3,0.41,-5.353956,-1,0,1007.9999999999998,-6.835692,0.121,0.121,False,-2.250246,115,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,37,0.3,0.41,-0.254512,1,1,1144.9999999999848,-2.326643,0.111,0.111,False,-6.835692,116,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,38,0.3,0.41,-2.897962,-1,0,915.0000000000007,-4.412986,0.111,0.111,False,-2.326643,117,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,39,0.3,0.41,-5.353956,-1,0,906.0000000000007,-7.343401,0.111,0.111,False,-4.412986,118,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,3,40,0.3,0.41,-5.353956,-1,0,906.0000000000007,-7.429437,0.111,0.111,False,-7.343401,119,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,1,0.5,0.41,4.13596,1,1,906.0000000000007,4.13596,0.001,0.001,True,0.0,120,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,2,0.5,0.41,1.318223,1,1,906.0000000000007,1.912347,0.001,0.001,False,4.13596,121,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,3,0.5,0.41,4.283771,1,1,906.0000000000007,4.733783,0.001,0.001,False,1.912347,122,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,4,0.5,0.41,0.392906,1,1,906.0000000000007,0.996169,0.001,0.001,False,4.733783,123,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,5,0.5,0.41,0.91573,1,1,1280.9999999999698,1.191997,0.001,0.001,False,0.996169,124,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,6,0.5,0.41,1.406115,1,0,906.0000000000007,1.727227,0.001,0.001,False,1.191997,125,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,7,0.5,0.41,0.803872,1,1,970.0000000000008,1.226112,0.331,0.331,False,1.727227,126,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,8,0.5,0.41,-4.657644,-1,0,920.0000000000007,-4.329141,0.331,0.331,False,1.226112,127,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,9,0.5,0.41,-4.80869,-1,0,906.0000000000007,-5.406363,0.331,0.331,False,-4.329141,128,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,10,0.5,0.41,-3.867973,-1,0,970.0000000000008,-4.47678,0.331,0.331,False,-5.406363,129,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,11,0.5,0.41,3.054955,1,1,915.0000000000007,2.454983,0.361,0.361,False,-4.47678,130,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,12,0.5,0.41,1.744219,1,1,906.0000000000007,2.256904,0.331,0.331,False,2.454983,131,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,13,0.5,0.41,3.172887,1,0,906.0000000000007,3.665675,0.331,0.331,False,2.256904,132,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,14,0.5,0.41,1.543522,1,1,1311.9999999999663,2.125686,0.301,0.301,False,3.665675,133,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,15,0.5,0.41,0.774145,1,1,1195.999999999979,1.251935,0.271,0.271,False,2.125686,134,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,16,0.5,0.41,5.353956,1,1,1197.9999999999789,5.687967,0.271,0.271,False,1.251935,135,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,17,0.5,0.41,-3.013439,-1,0,1426.9999999999536,-2.403205,0.291,0.291,False,5.687967,136,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,18,0.5,0.41,2.564866,1,1,1726.9999999999206,2.05708,0.301,0.301,False,-2.403205,137,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,19,0.5,0.41,1.295361,1,1,2278.99999999986,1.76469,0.291,0.291,False,2.05708,138,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,20,0.5,0.41,4.879399,1,1,973.0000000000008,5.307547,0.291,0.291,False,1.76469,139,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,21,0.5,0.41,5.353956,1,1,938.0000000000007,5.96216,0.291,0.291,False,5.307547,140,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,22,0.5,0.41,0.690933,1,0,906.0000000000007,1.302222,0.261,0.261,False,5.96216,141,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,23,0.5,0.41,-1.24007,-1,0,906.0000000000007,-0.895541,0.301,0.301,False,1.302222,142,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,24,0.5,0.41,-2.953982,-1,0,1333.9999999999638,-3.20566,0.301,0.301,False,-0.895541,143,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,25,0.5,0.41,3.749239,-1,1,1771.9999999999156,3.185177,0.311,0.311,False,-3.20566,144,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,26,0.5,0.41,4.078283,1,1,906.0000000000007,4.641347,0.311,0.311,False,3.185177,145,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,27,0.5,0.41,-4.902201,-1,0,2457.9999999998404,-4.300028,0.311,0.311,False,4.641347,146,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,28,0.5,0.41,0.596803,1,1,1650.999999999929,-0.000377,0.261,0.261,False,-4.300028,147,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,29,0.5,0.41,5.353956,1,1,906.0000000000007,5.353844,0.261,0.261,False,-0.000377,148,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,30,0.5,0.41,-2.964141,-1,0,1561.9999999999388,-2.355648,0.281,0.281,False,5.353844,149,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,31,0.5,0.41,0.732603,-1,1,1588.9999999999359,0.229502,0.311,0.311,False,-2.355648,150,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,32,0.5,0.41,-2.37486,1,0,1927.9999999998984,-2.306741,0.301,0.301,False,0.229502,151,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,33,0.5,0.41,1.539819,-1,1,1704.999999999923,1.041725,0.331,0.331,False,-2.306741,152,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,34,0.5,0.41,5.197843,1,1,907.0000000000007,5.484904,0.331,0.331,False,1.041725,153,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,35,0.5,0.41,3.732736,1,1,945.0000000000007,4.341982,0.331,0.331,False,5.484904,154,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,36,0.5,0.41,-0.994625,-1,1,2477.999999999838,-0.396738,0.371,0.371,False,4.341982,155,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,37,0.5,0.41,-3.2152,-1,0,1048.9999999999952,-3.332034,0.371,0.371,False,-0.396738,156,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,38,0.5,0.41,-4.229171,-1,0,1549.9999999999402,-4.798994,0.371,0.371,False,-3.332034,157,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,39,0.5,0.41,-0.850482,1,0,1374.9999999999593,-1.454456,0.351,0.351,False,-4.798994,158,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,4,40,0.5,0.41,-5.353956,-1,0,910.0000000000007,-5.728612,0.351,0.351,False,-1.454456,159,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,1,0.5,0.24,11.051806,1,1,5000.000000000005,11.135816,0.061,0.061,True,0.0,160,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,15,0.5,0.24,10.363132,1,1,5000.000000000005,10.279085,0.061,0.061,False,11.135816,161,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,16,0.5,0.24,10.9934,1,1,5000.000000000005,10.909356,0.061,0.061,False,10.279085,162,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,17,0.5,0.24,1.922244,1,0,5000.000000000005,1.838197,0.051,0.051,False,10.909356,163,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,18,0.5,0.24,13.086939,1,1,5000.000000000005,13.025981,0.051,0.051,False,1.838197,164,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,19,0.5,0.24,2.400132,1,1,5000.000000000005,2.316083,0.041,0.041,False,13.025981,165,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,20,0.5,0.24,4.317477,1,1,5000.000000000005,4.248536,0.041,0.041,False,2.316083,166,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P02,1,21,0.5,0.24,1.308419,1,1,5000.000000000005,1.22674,0.031,0.031,False,4.248536,167,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
